ID,PARTEINAME,JAHR,MONAT,TAG,ÜBERSCHRIFT
1508,AfD,2013,4,13,Euro-Protestpartei Alternative für Deutschland (AfD): Wir koalieren mit niemandem!
1540,AfD,2013,4,14,Eurokritische Partei AfD gründet sich in Berlin - Newsticker - Die aktuellsten Nachrichten
1614,AfD,2013,4,19,AfD: Wird die Anti-Euro-Partei von der NPD unterwandert
1616,AfD,2013,4,20,Schäuble warnt Unionswähler vor Wechsel zur Anti-Euro-Partei AfD - Newsticker - Die aktuellsten Nachrichten
1622,AfD,2013,4,20,Rechte drängen in die AfD: Fahnenschwenker war auch bei NPD-Veranstaltungen
1637,AfD,2013,4,22,Neue Anti-Euro-Partei AfD gründet Südwest-Landesverband
1675,AfD,2013,4,24,Geheimpapier: FDP sieht AfD als große Konkurrenz für CDU/CSU
1778,AfD,2013,4,28,AfD-Sprecher: Zweistelliges Ergebnis bei Bundestagswahl möglich - Newsticker - Die aktuellsten Nachrichten
1787,AfD,2013,4,29,INSA-YouGov-Meinungstrend: Umfrage-Klatsche für Euro-Hasser AfD
1857,AfD,2013,5,4,AfD rechnet mit Einzug in den Bundestag
1881,AfD,2013,5,5,Südwest-AfD zieht mit Rechnungshofbeamten in Bundestagswahlkampf
1887,AfD,2013,5,5,AfD NRW zieht mit Wirtschaftswissenschaftler in Bundestagswahlkampf
1888,AfD,2013,5,5,AfD NRW zieht mit Wirtschaftswissenschaftler in Bundestagswahlkampf
1889,AfD,2013,5,5,AfD NRW zieht mit Wirtschaftswissenschaftler in Bundestagswahlkampf
1925,AfD,2013,5,8,AfD Zustrom auch in NRW groß
1926,AfD,2013,5,8,AfD Zustrom auch in NRW groß
1927,AfD,2013,5,8,AfD Zustrom auch in NRW groß
1967,AfD,2013,5,13,Entwicklungsminister Dirk Niebel: Cousin geht von der FDP zur AfD
1976,AfD,2013,5,13,Niebels Cousin wechselt von der FDP zur AfD
2030,AfD,2013,5,17,«Bild»: AfD stellt niedersächsische Landesliste neu auf
2039,AfD,2013,5,20,Partei AfD sammelt Unterschriften für Bundestagswahl
2043,AfD,2013,5,21,Paulus erstmals als Mitglied der AfD bei Plenarsitzung des Landtags
2151,AfD,2013,5,26,AfD hat Probleme mit juristischen Vorgaben zur Bundestagswahl - Newsticker - Die aktuellsten Nachrichten
2152,AfD,2013,5,26,Ex-Schatzmeister Wächter neuer Chef der AfD in Bayern
2183,AfD,2013,5,29,Lammert nimmt eurokritische Partei AfD in Schutz
2202,AfD,2013,5,30,Union und SPD: Keine Tolerierung durch AfD nach Bundestagswahl
2295,AfD,2013,6,10,AfD rechnet bei Bundestagswahl in Hamburg mit zehn Prozent
2339,AfD,2013,6,14,AfD nominiert Wahlliste - Vorstandssprecher ausgetreten
2345,AfD,2013,6,15,AfD stellt Landesliste auf: Wahlprogramm als Entwurf verabschiedet
2419,AfD,2013,6,24,BILD-Wahlcheck: AfD bricht dramatisch ein
2507,AfD,2013,7,7,AfD: Genug Unterschriften für Zulassung zur Bundestagswahl
2570,AfD,2013,7,15,AfD tritt in allen 16 Ländern zur Bundestagswahl an
2582,AfD,2013,7,15,Wissenschaftler: AfD droht Zerfall wie einst der Schill-Partei
2607,AfD,2013,7,18,Liste der AfD geändert
2608,AfD,2013,7,18,Liste der AfD geändert
2768,AfD,2013,8,7,"AfD, Piraten & Co.: Entscheiden die KLEINEN die Bundestagswahl?"
2910,AfD,2013,8,17,AfD-Spitzenkandidat Lucke: Regierung «desaströs gescheitert»
2968,AfD,2013,8,24,"Drei Festnahmen, 16 Verletzte Messer-Angriff auf  AfD-Chef Lucke!"
2969,AfD,2013,8,24,AfD-Parteichef Lucke bei Wahlkampfveranstaltung angegriffen - Newsticker - Die aktuellsten Nachrichten
2970,AfD,2013,8,24,AfD-Parteichef Lucke bei Wahlkampfveranstaltung angegriffen
2978,AfD,2013,8,25,AfD-Parteichef Lucke bei Wahlkampfveranstaltung angegriffen - Newsticker - Die aktuellsten Nachrichten
2986,AfD,2013,8,26,Polizeischutz für AfD: Lucke fordert Durchgreifen gegen Gewalt - Newsticker - Die aktuellsten Nachrichten
2990,AfD,2013,8,26,Nach Angriff auf AfD-Parteichef drei Verdächtige wieder frei
3013,AfD,2013,8,27,AfD-Helfer in Bonn attackiert: Staatsschutz ermittelt
3014,AfD,2013,8,27,AfD-Helfer in Bonn attackiert: Staatsschutz ermittelt
3015,AfD,2013,8,27,AfD-Helfer in Bonn attackiert: Staatsschutz ermittelt
3105,AfD,2013,9,2,AfD-Chef gegen Zusammenarbeit mit Euro-Rettungsparteien
3106,AfD,2013,9,2,AfD-Chef gegen Zusammenarbeit mit Euro-Rettungsparteien
3107,AfD,2013,9,2,AfD-Chef gegen Zusammenarbeit mit Euro-Rettungsparteien
3164,AfD,2013,9,7,Die Porträts der Spitzenkandidaten: Bernd Lucke (AfD)
3239,AfD,2013,9,11,AfD-Chef Lucke hält Zusammenarbeit mit Union für möglich - Newsticker - Die aktuellsten Nachrichten
3299,AfD,2013,9,14,Euroskeptiker von AfD demonstrieren vor Europäischer Zentralbank
3301,AfD,2013,9,14,Merkel schließt erneut jede Kooperation mit AfD aus - Newsticker - Die aktuellsten Nachrichten
3429,AfD,2013,9,18,Kanzlerkandidat Steinbrück wirft AfD Europafeindlichkeit vor
3431,AfD,2013,9,18,Özdemir: CDU muss sich zu ihrem Umgang mit der AfD äußern
3438,AfD,2013,9,18,Hin und her: Bouffier schließt Koalition mit AfD doch aus
3452,AfD,2013,9,19,Steinbrück bezeichnet AfD als «Rattenfänger» - Newsticker - Die aktuellsten Nachrichten
3453,AfD,2013,9,19,Auto von AfD-Politikerin beschädigt
3455,AfD,2013,9,19,AfD schließt Bündnis mit der CDU in Hessen nicht aus
3460,AfD,2013,9,19,Umfrage: AfD im Bundestag - Gauck ruft zur Stimmabgabe auf - Newsticker - Die aktuellsten Nachrichten
3461,AfD,2013,9,19,Politologe sieht nur geringe Chancen für AfD bei der Landtagswahl
3471,AfD,2013,9,19,Umfrage sieht AfD im Bundestag - FDP bei sechs Prozent - Newsticker - Die aktuellsten Nachrichten
3480,AfD,2013,9,19,Opposition nennt Bouffiers AfD-Absage unglaubwürdig
3481,AfD,2013,9,19,Gabriel: Bouffier hat sich bei AfD verplappert
3482,AfD,2013,9,19,Bouffier schließt Koalition mit AfD aus
3484,AfD,2013,9,19,Bouffier schließt Koalition mit AfD aus - Newsticker - Die aktuellsten Nachrichten
3531,AfD,2013,9,22,Fernsehkritiker stoßen sich an «Berliner Runde» ohne AfD - Newsticker - Die aktuellsten Nachrichten
3533,AfD,2013,9,22,Hamburg AfD-Chef Kruse hat ein wenig Mitleid mit der FDP
3558,AfD,2013,9,22,AfD kann in Ostdeutschland punkten
3559,AfD,2013,9,22,AfD kann in Ostdeutschland punkten
3577,AfD,2013,9,22,Weil besorgt über AfD und enttäuscht über SPD-Ergebnis
3579,AfD,2013,9,22,AfD-Spitzenkandidat Gauland: Aus dem Stand großer Erfolg
3613,AfD,2013,9,22,Berliner AfD von Einzug in den Bundestag überzeugt
3630,AfD,2013,9,22,Union siegt - FDP vor Fiasko - unklare Mehrheiten bei AfD-Erfolg - Newsticker - Die aktuellsten Nachrichten
3632,AfD,2013,9,22,Prognosen für den Bund: Merkel gewinnt - FDP und AfD müssen zittern - Newsticker - Die aktuellsten Nachrichten
3634,AfD,2013,9,22,Prognosen für den Bund: Merkel gewinnt - FDP und AfD müssen zittern - Newsticker - Die aktuellsten Nachrichten
3637,AfD,2013,9,22,Bundestagswahl 2013: So hat die AfD bei der Bundestagswahl abgeschnitten
3638,AfD,2013,9,22,Eil +++ Prognosen für den Bund: Merkel gewinnt - FDP und AfD zittern - Newsticker - Die aktuellsten Nachrichten
3705,AfD,2013,9,23,Bayern-AfD hofft nach gutem Wahlergebnis auf Auftrieb in Bayern
3725,AfD,2013,9,23,AfD will in Hessen «langfristig mitgestalten»
3759,AfD,2013,9,23,Bundeswahlleiter bestätigt Unionssieg - FDP und AfD draußen - Newsticker - Die aktuellsten Nachrichten
3761,AfD,2013,9,23,Eil +++ Bundeswahlleiter bestätigt Unionssieg - FDP und AfD draußen - Newsticker - Die aktuellsten Nachrichten
3946,AfD,2013,9,28,"Emnid-Umfrage: AfD legt zu, FDP bricht ein"
4098,AfD,2013,10,7,Panne im Wahlkreis Goslar: AfD-Stimmen gingen an Kommunisten
4179,AfD,2013,10,10,Studie: AfD zeigt rechtspopulistische Tendenzen
4180,AfD,2013,10,10,Studie: AfD zeigt rechtspopulistische Tendenzen
4181,AfD,2013,10,10,Studie: AfD zeigt rechtspopulistische Tendenzen
4338,AfD,2013,10,17,Firma von Sachsens AfD-Chefin insolvent
4430,AfD,2013,10,21,"INSA-YouGov-Umfrage - der neue BILD-Wahl-Check: AfD bricht ein, Merkel legt zu"
4478,AfD,2013,10,23,AfD-Chef Lucke empört über Bundespräsident Gauck - Newsticker - Die aktuellsten Nachrichten
4500,AfD,2013,10,26,Partei AfD will zehn weitere Kreisverbände in Sachsen gründen
4501,AfD,2013,10,26,Partei AfD will zehn weitere Kreisverbände in Sachsen gründen
4898,AfD,2013,11,24,Eklat beim AfD-Parteitag
5000,AfD,2013,12,2,AfD-Chefin Dr. Frauke Petry: Wir sind die bessere FDP!
5191,AfD,2014,1,8,Ex-Industriepräsident Henkel tritt der AfD bei
5201,AfD,2014,1,11,AfD in Hessen kommt zu weiterem Parteitag zusammen - Newsticker - Die aktuellsten Nachrichten
5212,AfD,2014,1,14,AfD - Hans-Olaf Henkel: Seltsamer Auftritt vor der Hauptstadt-Presse
5227,AfD,2014,1,19,Lindner: Hauptgegner in Europa ist Schwarz-Rot - nicht AfD - Newsticker - Die aktuellsten Nachrichten
5241,AfD,2014,1,25,Zu wenig Zeit für Kandidatenwahlen: AfD vertagt Europa-Parteitag - Newsticker - Die aktuellsten Nachrichten
5243,AfD,2014,1,25,AfD will mit Lucke und Henkel ins Europaparlament - Newsticker - Die aktuellsten Nachrichten
5245,AfD,2014,1,25,AfD wählt Lucke und Henkel zu Spitzenkandidaten für Europawahl - Newsticker - Die aktuellsten Nachrichten
5250,AfD,2014,1,25,AfD will sich auf Parteitag für Europawahl aufstellen - Newsticker - Die aktuellsten Nachrichten
5315,AfD,2014,2,11,Schweiz-Talk bei Plasberg: AfD-Sprecher redet sich um Kopf und Kragen
5323,AfD,2014,2,13,Zoff-Talk - Anne Will führt AfD-Frau vor
5345,AfD,2014,2,15,Ermittlungen gegen AfD-Landessprecher - Newsticker - Die aktuellsten Nachrichten
5421,AfD,2014,3,8,Grünen-Liga: Umweltschützer Jörg Urban kandidiert für AfD
5422,AfD,2014,3,9,"Umfrage sieht AfD für Europawahl bei 5 bis 7,5 Prozent – FDP bei 3 - Newsticker - Die aktuellsten Nachrichten"
5428,AfD,2014,3,11,AfD im Stimmungshoch: Euro-Hasser vor Euro-Wahl im Aufwind
5440,AfD,2014,3,17,"Brandenburg-Umfrage: SPD vorn, FDP raus, AfD rein!"
5464,AfD,2014,3,22,Europaparteitag der AfD: Klatsche für Chef Bernd Lucke
5469,AfD,2014,3,23,AfD-Parteitag wird fortgesetzt - Debatte zu politischen Leitlinien - Newsticker - Die aktuellsten Nachrichten
5551,AfD,2014,4,15,Dresdner AfD-Vorstand zu Gast bei NPD-Jugend
5569,AfD,2014,4,23,Nach Neonazi-Skandal: Dresdner AfD-Kandidat tritt von Ämtern zurück
5585,AfD,2014,4,26,AfD startet mit scharfer EU-Kritik in den Europawahlkampf - Newsticker - Die aktuellsten Nachrichten
5587,AfD,2014,4,26,AfD mit Frauke Petry am Start
5591,AfD,2014,4,26,Trotz Rücktritt: AfD-Kandidat Sören Oltersdorf bei Wahl dabei
5601,AfD,2014,4,28,CDU-Abgeordneter Sebastian Fischer beim AfD-Parteitag in Weinböhla
5609,AfD,2014,5,2,Wahlkampf der „Alternative für Deutschland“ AfD: Protest und Randale
5625,AfD,2014,5,11,Europa-Wahlen: AfD-Spitzenkandidat Bernd Lucke
5640,AfD,2014,5,16,Blockupy: Ei-Attacke auf AfD-Vize
5661,AfD,2014,5,25,Europawahl - AfD holt aus dem Stand 7 Prozent 
5662,AfD,2014,5,25,"Europawahl: FDP droht Klatsche, AfD auf dem Vormarsch"
5666,AfD,2014,5,26,AfD: Die neuen AfD-Stadträte
5669,AfD,2014,5,26,Bernd Lucke: AfD-Chef Lucke im BILD-Verhör
5672,AfD,2014,5,26,Europawahl: Merkel schließt Zusammenarbeit mit AfD aus
5673,AfD,2014,5,27,Der AfD-Report: BILD beantwortet die wichtigsten Fragen
5674,AfD,2014,5,27,„Hart aber fair“: AfD-Chef Lucke rastet aus
5676,AfD,2014,5,28,AfD-Chef Bernd Lucke in Brüssel: Was macht der Euro-Hasser in der Euro-Metropole?
5682,AfD,2014,5,30,Vor der Landtagswahl: Sachsen-CDU schließt Koalition mit AfD nicht aus
5690,AfD,2014,6,3,Nach Europawahl: CDU-Granden schalten sich in AfD-Debatte ein
5694,AfD,2014,6,4,Playmate Mandy Loskant (32): Fußball-Bunny läuft jetzt für die AfD auf
5718,AfD,2014,6,16,Eklat um Dresdens AfD-Chef  „In der Neustadt lebt  in jedem zweiten  Haushalt ein Dealer!“
5723,AfD,2014,6,17,Privatinsolvenz: AfD-Chefin Frauke Petry ist pleite
5729,AfD,2014,6,20,"Umfrage zur Landtagswahl in Sachsen: AfD holt acht Prozent, keine absolute Mehrheit mehr für CDU "
5735,AfD,2014,6,21, Wolfgang Bosbach: Darum breche ich das AfD-Tabu
5738,AfD,2014,6,22,AfD blamieret sich bei Facebook und Twitter
5739,AfD,2014,6,22,Shitstorm auf Facebook: AfD-Vize Hartung beleidigt Behinderten
5741,AfD,2014,6,23,Fliegt AfD-Hetzer Dr. Hartung jetzt von der Uni?
5747,AfD,2014,6,25,AfD-Hetzer Hartung fliegt jetzt auch von der Uni
5749,AfD,2014,6,25,AfD-Hetzer Dr. Thomas Hartung wirft hin
5752,AfD,2014,6,27,Wolfgang Bosbach bricht das AfD-Tabu: Treffen mit Bernd Lucke
5772,AfD,2014,7,7,Kein Posten für Euro-Hasser von der AfD: Europaparlament lässt Bernd Lucke abblitzen 
5789,AfD,2014,7,17,NPD und AfD erhalten Büros im Bundestag
5841,AfD,2014,8,16,AfD lädt rechten Österreicher Andreas Mölzer nach Leipzig ein
5844,AfD,2014,8,18,Neue Umfrage zur Wahl in Sachsen: Eurohasser-Partei AfD vor dem Einzug in den Landtag
5846,AfD,2014,8,18,"Wahlkampf, vor der Landtagswahl: Frauke Petry, demontiert sich Ihre AfD selbst?"
5856,AfD,2014,8,21,Landtagswahl Sachsen: Politbarometer sagt AfD 7 Prozent voraus
5857,AfD,2014,8,21,BILD-Wahlcheck: GroKo verliert – AfD wackelt
5873,AfD,2014,8,26,Wirbel um falsche Anschuldigungen: AfD-Chefin Petry zeigt Minister Morlok an
5875,AfD,2014,8,28,Insolvenzverschleppung!  Verfahren gegen  AfD-Landeschefin Frauke Petry
5883,AfD,2014,8,31,"Landtagswahl Sachsen: CDU siegt, AfD im Landtag, Debakel für die FDP"
5897,AfD,2014,9,4,Nach Wahlerfolg: Kurt Biedenkopf nimmt AfD in Schutz
5900,AfD,2014,9,7,Ärger in Zwickau: CDU will mit AfD-Hilfe Stadion-Neubau stoppen!
5903,AfD,2014,9,7,CSU-Chef Horst Seehofer: AfD-Mitglieder sind keine „braunen Dumpfbacken“
5905,AfD,2014,9,7,AfD - Wie Schill ist die Partei?
5907,AfD,2014,9,8,Forderung der AfD: Volks-Abstimmung zum Moschee-Bau
5924,AfD,2014,9,14,"Kommentar von Bela Anda: AfD, Piraten von morgen"
5925,AfD,2014,9,14,Hacker kapern hessischen AfD-Account
5926,AfD,2014,9,14,BamS-Kommentar von Michael Backhaus: So ist die AfD keine Alternative.
5938,AfD,2014,9,19,Wirbel um SPD-Mann: Sarrazin-Auftritt bei Eurohasser-Partei AfD.
5942,AfD,2014,9,19,BILD erklärt das AfD-Beben: Wer sind die? Wer wählt die? Sind die wirklich ein Alptraum für Deutschland?
5943,AfD,2014,9,19,"Landtagswahl in Thüringen: CDU siegt, AfD holt über zehn Prozent"
5948,AfD,2014,9,19,Zoff um erstes Bündnis der AfD mit der DSU im Vogtland
5953,AfD,2014,9,21,"Horst Seehofer über die AfD, die Wahlen 2014, Hartz IV-Sanktionen und die Maut"
5954,AfD,2014,9,23, Umfrage: AfD liegt schon bei 10 Prozent!
5957,AfD,2014,9,24,Wahlleiterin Schneider-Böttcher zieht Bilanz: Vor allem junge Sachsen stimmten für die AfD
5966,AfD,2014,9,26,AfD-Spitze: Warum mischen so viele Journalisten mit
5968,AfD,2014,9,26,AfD-Politiker hetzt auf Facebook gegen Juden
5969,AfD,2014,9,26,Flüchtlings-Talk bei Illner: CDU-Vize knöpft sich AfD-Mann vor
5977,AfD,2014,9,29,"Auf den Chaos-Tagen der AfD gibt es Posten-Zoff, wirre Pläne und Nazi-Ärger"
5988,AfD,2014,10,7,Vorstand tritt zurück - Hamburger AfD zerfleischt sich wegen Schill
5989,AfD,2014,10,9,Deutliche Kritik: Schäuble nennt AfD „Schande für Deutschland“
5990,AfD,2014,10,10,Warum die AfD plötzlich mit Goldmünzen handelt  
5991,AfD,2014,10,11,Hinter den Kulissen toben Machtkämpfe in der AfD
5993,AfD,2014,10,12,Stadtrats-Nachwahl in Leipzig: AfD verdreifacht ihr Ergebnis!
5995,AfD,2014,10,12,"Johannes Trampert im BILD-Verhör - Können Sie überhaupt Politik im Saarland, Herr AfD-Chef?"
6001,AfD,2014,10,14,Anti-AfD-Aktion im Landtag: CDU-Frau unterstützt Linken-Protest in Thüringen
6007,AfD,2014,10,16,Familienstreit bei Unternehmer-Familie Wall wegen AfD-Eintritt von Hans Wall
6016,AfD,2014,10,24,Maybrit Illner: AfD-Chef Lucke bringt Linke gegen sich auf
6023,AfD,2014,10,28,"Der Trick mit dem AfD-Gold: Wie die Partei versucht, ihre Finanzen aufzumöbeln"
6024,AfD,2014,10,28,"Talkshow-Watch zu ""Hart aber fair"" – AfD-Mann wirbt dreist für Goldverkäufe   "
6030,AfD,2014,11,1,Kommentar von Dirk Hoeren: Quittung für die AfD!
6031,AfD,2014,11,2,Um die Partei zu finanzieren: AfD wollte mit Viagra handeln!
6079,AfD,2014,11,21,Unheimlicher Heimat-Abend mit der AfD
6085,AfD,2014,11,24,Machtkampf bei der AfD  - Gibt der Chef der Eurohasser auf?
6092,AfD,2014,11,29,Streit um den Parteivorsitz: Lucke stellt der AfD die Machtfrage
6102,AfD,2014,12,3,In rechter Zeitung: AfD-Chefin verteidigt Demo mit Rechtsextremen
6103,AfD,2014,12,3,AfD-Chef Bernd Lucke ganz privat im Bunte-Interview
6117,AfD,2014,12,7,CDU-Vize Thomas Strobl: „Die AfD ist eine Gefahr  für die Wirtschaft“
6136,AfD,2014,12,10,Klatsche für AfD-Flirt und Chance für die Jugend: Klatsche für AfD-Flirt und ein junges Gesicht im Präsidium
6140,AfD,2014,12,12,Talk bei Maybrit Illner: AfD-Frau bringt alle gegen sich auf
6145,AfD,2014,12,15,Günther Jauch blamiert AfD-Chef mit Facebook-Posting
6160,AfD,2015,1,1,AfD kritisiert Neujahrsansprache: Lucke giftet gegen Merkels Anti-Pegida-Kurs
6161,AfD,2015,1,2,Gespräche in Dresden: AfD holt Pegida in den Landtag
6163,AfD,2015,1,2,AfD trifft sich mit Pegida im Landtag
6167,AfD,2015,1,3,Machtkampf und Intrigen - Aufstand gegen AfD-Chef Bernd Lucke
6170,AfD,2015,1,4,Henkel schreibt Hass-Mail  an AfD-Parteifreund Adam: Schlammschlacht bei den Eurokritikern
6172,AfD,2015,1,5,Nach der Hass-Mail von Olaf Henkel schlägt AfD-Chef Adam jetzt zurück
6175,AfD,2015,1,6,"Klartext-Rede beim Dreikönigstreffen: FDP-Chef Lindner rechnet mit AfD, Pegida und Putin ab"
6179,AfD,2015,1,7,Allianz der Rechtspopulisten: AfD-Frontfrau trifft  Pegida-Rädelsführer
6183,AfD,2015,1,8,Nach Massaker in Redaktion von „Charlie Hebdo“: So schamlos nutzen AfD und Pegida Terror-Ängste aus
6188,AfD,2015,1,9,Vor dem Parteitag: Machtkampf in der  AfD eskaliert
6190,AfD,2015,1,12,Profitiert die AfD vom Terror?
6191,AfD,2015,1,12,Nach „Charlie Hebdo“-Panne: AfD-Spitzenkandidat Jörn Kruse im BILD-Verhör
6192,AfD,2015,1,12,Parteitag der AfD: Droht aus Platzmangel im Chaos zu versinken
6198,AfD,2015,1,14,Terror-Talk bei Maischberger: Grünen- gegen AfD-Politiker
6234,AfD,2015,1,30,Mehr als 3200 Mitglieder in Bremen: Fünf Gründe für einen Chaos-Parteitag der AfD
6236,AfD,2015,1,31,Stiehlt Frauke Petry ihrem Kollegen Bernd Lucke die Show? - Die mächtige Frau der AfD
6237,AfD,2015,1,31, Triumph für Lucke: AfD soll künftig nur noch einen Chef haben
6238,AfD,2015,1,31,AfD-Chef Bernd Lucke vor dem heutigen Parteitag im Interview
6239,AfD,2015,2,1,"Parteitag in Bremen: Gucken Sie doch mal, wer dem AfD-Chef zujubelt"
6247,AfD,2015,2,3,Kommentar von Rolf Kleine: Der Gift-Cocktail von AfD und Linke
6257,AfD,2015,2,8,ZDF entschuldigt sich für peinlichen Fehler: „heute show“ macht Linken-Frau zu AfD-Fan
6268,AfD,2015,2,12,Wollten SPD-Überläufer eigentlich zur AfD?
6273,AfD,2015,2,13,Schweinekopf-Anschlag: Neue Ermittlungen nach Auftritt von AfD-Politiker
6281,AfD,2015,2,16,Einzug in die Bürgerschaft: AfD jubelt im Rathaus-Lokal
6289,AfD,2015,2,18,Zoff um Abstimmung: Darf die AfD nicht zur Wahl im Mai antreten?
6362,AfD,2015,3,26,AfD-Politiker fordert VIP-Parkplätze für Stadträte
6367,AfD,2015,3,29,Führungsstreit: AfD-Vize wirft Parteichef Lucke Alleinherrschaft vor
6369,AfD,2015,3,29,Machtkampf in der AfD: Bernd Lucke und Frauke Petry streiten um Kurs
6377,AfD,2015,4,2,Amazonas statt Akten: Schwänzt AfD-Vorzeige-Mann Henkel Parlamentssitzungen?
6381,AfD,2015,4,4,Umfrage-Absturz für die AfD! BILD am SONNTAG 
6395,AfD,2015,4,15,"Björn Höcke bei „Maischberger“: Wer ist der AfD-Mann, der sich im Sex-Talk blamierte?"
6397,AfD,2015,4,15,TV-Talk bei Maischberger: AfD-Politiker blamiert sich bei Sex-Talk
6402,AfD,2015,4,17,Bruder auch vor Gericht! Geldstrafe für AfD-Mann
6407,AfD,2015,4,17,Maybrit Illner –Sascha Lobo legt sich mit AfD-Frau Petry an
6408,AfD,2015,4,19,Fans des 1. FC Köln wollen AfD-Chef Bernd Lucke vertreiben
6418,AfD,2015,4,23,Hans-Olaf Henkel: AfD-Vize tritt zurück
6419,AfD,2015,4,23,Kölner AfD lädt Bernd  Lucke zum FC-Spiel ein
6420,AfD,2015,4,24,BILD-Interview: Parteichef Bernd Lucke - Endet die AfD wie die Piratenpartei?
6440,AfD,2015,5,2,"AfD-Fraktionsvize Stephan Brandner: Sex, Lügen, Video"
6449,AfD,2015,5,8,Laptops geklaut - Raub-Anschlag auf AfD-Parteizentrale
6457,AfD,2015,5,10,Schmeißt er hin? Lucke angeblich kurz vor AfD-Austritt
6461,AfD,2015,5,11,Machtkampf bei der AfD: BILD entschlüsselt die Lucke-Mail 
6465,AfD,2015,5,11,AfD – ade? BILD erklärt den Machtkampf bei den Eurohassern
6469,AfD,2015,5,12,Rundumschlag im Interview:AfD-Krieg: Partei-Vize Adam schießt wild um sich 
6474,AfD,2015,5,14,Frauke Petry warnt Bernd Lucke im AfD-Streit: „Niemand ist unersetzlich...“
6475,AfD,2015,5,15,AfD hat ohne Bernd Lucke als Vorsitzenden keine Zukunft 
6478,AfD,2015,5,16,Hans-Olaf Henkel will AfD von rechten „Elementen säubern“
6484,AfD,2015,5,18,Lucke treibt Machtkampf auf die Spitze: BILD erklärt das irre AfD-Zoff-Finale
6489,AfD,2015,5,19,AfD-Chef Lucke gegen Partei-Sprecherin Petry: Bizarrer E-Mail-Krieg bei den Eurohassern
6490,AfD,2015,5,19,AfD-Showdown in Straßburg – BILD berichtet live: Jetzt lässt es Lucke krachen!
6491,AfD,2015,5,19,"Der BILD-Nachruf auf die AfD. Das war’s, Herr Lucke!"
6495,AfD,2015,5,22, AfD-Chefs beenden Zusammenarbeit 
6499,AfD,2015,5,27,Attacke auf AfD-Co-Vorsitzende: Frauke Petry in Göttinger Restaurant angegriffen
6501,AfD,2015,5,28,AfD-Politikerin: Wer steckt hinter der Pöbel-Attacke gegen Petry?
6504,AfD,2015,5,30,Wie lange hält sich Björn Hocke (43) noch? Neue Nazi-Vorwürfe gegen AfD-Chef
6506,AfD,2015,5,31,Vorwurf: Stimmenklau - AfD attackiert Wahlleiter
6512,AfD,2015,6,2, Nach dem Mega-Zoff in der AfD-Spitze: Bundesparteitag abgesagt
6544,AfD,2015,6,12,Bürgermeisterwahl in Dresden: AfD-Kandidat Vogel zieht zurück
6549,AfD,2015,6,15,Bernd Lucke vs. Frauke Petry - Der Machtkampf der AfD-Erzfeinde erklärt
6564,AfD,2015,6,23,Große Schlappe für AfD-Vorsitzenden Lucke: Verein „Weckruf 2015“ muss aufgelöst werden
6587,AfD,2015,7,4,Parteitag in Essen: AfD wählt Petry zur Parteivorsitzenden
6588,AfD,2015,7,4,AfD-Machtkampf in Essen: Frauke Petry will Bernd Lucke schlagen
6589,AfD,2015,7,5,Tumult beim Parteitag: AfD-Gründer Lucke droht mit Austritt
6590,AfD,2015,7,6,AfD vor Austrittswelle
6591,AfD,2015,7,6,AfD-Anhänger aus  Biergarten gebrüllt
6595,AfD,2015,7,8,AfD-Kasse geplündert – Ex-Schatzmeister muss in den Knast
6596,AfD,2015,7,8,Lucke tritt aus der AfD aus 
6598,AfD,2015,7,9,AfD-Chefin Frauke Petry geht auf Bernd Lucke und Ex-Parteimitglieder los
6599,AfD,2015,7,9,#AfDFilme: Lucke & Co. sorgen für Spott im Netz
6601,AfD,2015,7,10,4000 Mitglieder wollen raus aus der AfD: Exodus bei den Eurohassern
6604,AfD,2015,7,13,AfD-Alternative – Lucke-Anhänger kündigen Parteigründung an 
6609,AfD,2015,7,16,Wirbel um AfD-Rebell Jens Krumpe: Landespolitiker bei Rock-Konzert festgenommen
6610,AfD,2015,7,17,Ex-Parteichef Lucke fordert von AfD 500 Euro zurück
6612,AfD,2015,7,19,„Allianz für Fortschritt und Aufbruch“: Ex-AfD-Chef Lucke gründet neue Partei
6616,AfD,2015,7,20,Hier verbrennt die AfD Euro-Scheine
6618,AfD,2015,7,22,Plagiatsvorwurf! AfD klagt gegen Ex-Parteichef Bernd Lucke
6660,AfD,2015,8,21,Peinliche Panne: Sachsen AfD vermotzt sich im Landtag
6743,AfD,2015,10,7,AfD-Chefin Frauke Petry: Ehe-Aus
6751,AfD,2015,10,9,Wegen Asylpolitik - AfD kündigt Strafanzeige gegen Kanzlerin Merkel an
6764,AfD,2015,10,18,Talk bei Jauch: Irrer AfDler hisst Deutschland-Fahne!
6768,AfD,2015,10,19,Günther Jauch: AfD-Politiker Björn Höcke provoziert mit Deutschland-Fahne!
6774,AfD,2015,10,22,AfD-Spitze distanziert sich von Björn Höcke
6776,AfD,2015,10,23,Flüchtlingstalk bei Illner: AfD-Chefin Petry wettert gegen Merkel
6782,AfD,2015,10,26,Brandanschlag auf Auto von AfD-Vize: BMW von Beatrix von Storch in Berlin niedergebrannt
6789,AfD,2015,10,31,Martin Hohmann: Ex-CDU-Skandal-Politiker jetzt bei der AfD
6791,AfD,2015,10,31,Demo-Zug eingekesselt: Gegendemonstranten stoppen AfD-Protest
